sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_prob,bad_prob,correct
Dancers hadn't referenced Kristen.,Some horses hadn't referenced Kristen.,syntax,s-selection,animate_subject_trans,True,False,True,False,184,-56.28398513793945,-49.57844924926758,0
Amelia walks through those hills.,Some essay walks through those hills.,syntax,s-selection,animate_subject_trans,True,False,True,False,185,-41.78567886352539,-46.20100784301758,1
Rachel is discussing Brenda.,That lake is discussing Brenda.,syntax,s-selection,animate_subject_trans,True,False,True,False,186,-32.08010482788086,-43.873863220214844,1
Tanya noticed the Lutherans.,Spain noticed the Lutherans.,syntax,s-selection,animate_subject_trans,True,False,True,False,187,-57.25489807128906,-40.35132598876953,0
Lawrence had fired Kevin.,That bank had fired Kevin.,syntax,s-selection,animate_subject_trans,True,False,True,False,188,-35.51728439331055,-42.51201248168945,1
This museum could appreciate Mark.,Some nose could appreciate Mark.,syntax,s-selection,animate_subject_trans,True,False,True,False,189,-42.31263732910156,-45.367919921875,1
Angela worked with some senators.,The mushroom worked with some senators.,syntax,s-selection,animate_subject_trans,True,False,True,False,190,-36.677974700927734,-44.71028518676758,1
Sara does flee from Vincent.,That carriage does flee from Vincent.,syntax,s-selection,animate_subject_trans,True,False,True,False,191,-55.458133697509766,-53.066585540771484,0
Theresa would return to Gerald.,This bread would return to Gerald.,syntax,s-selection,animate_subject_trans,True,False,True,False,192,-40.11161804199219,-42.76754379272461,1
A customer wasn't insulting rivers.,Every bike wasn't insulting rivers.,syntax,s-selection,animate_subject_trans,True,False,True,False,193,-53.94577407836914,-46.085487365722656,0
Nina remembered Wayne.,Every shawl remembered Wayne.,syntax,s-selection,animate_subject_trans,True,False,True,False,194,-42.46086883544922,-49.438438415527344,1
Douglas won't like fish.,That ice cream won't like fish.,syntax,s-selection,animate_subject_trans,True,False,True,False,195,-32.65643310546875,-40.917381286621094,1
Sally broke the couches.,Ice cream broke the couches.,syntax,s-selection,animate_subject_trans,True,False,True,False,196,-45.427879333496094,-32.544151306152344,0
All patients have argued about Brian.,Some essays have argued about Brian.,syntax,s-selection,animate_subject_trans,True,False,True,False,197,-42.268714904785156,-44.87640380859375,1
Richard has listened to Ella.,That story has listened to Ella.,syntax,s-selection,animate_subject_trans,True,False,True,False,198,-29.164695739746094,-39.775108337402344,1
Nancy ran around the Great Lakes.,This spinach ran around the Great Lakes.,syntax,s-selection,animate_subject_trans,True,False,True,False,199,-48.870201110839844,-50.44630432128906,1
Alan hadn't praised a story.,Every story hadn't praised a story.,syntax,s-selection,animate_subject_trans,True,False,True,False,200,-33.634681701660156,-42.87896728515625,1
Jessica hires Tara.,That story hires Tara.,syntax,s-selection,animate_subject_trans,True,False,True,False,201,-28.459049224853516,-46.044376373291016,1
Gina lifts the doors.,This closet lifts the doors.,syntax,s-selection,animate_subject_trans,True,False,True,False,202,-40.732234954833984,-35.67003631591797,0
Christina might hire Phillip.,The scarf might hire Phillip.,syntax,s-selection,animate_subject_trans,True,False,True,False,203,-40.676666259765625,-46.14278793334961,1
Ronald argued about Jeffrey.,That committee argued about Jeffrey.,syntax,s-selection,animate_subject_trans,True,False,True,False,204,-41.44428634643555,-47.584327697753906,1
Those actresses talked to many patients.,Those steps talked to many patients.,syntax,s-selection,animate_subject_trans,True,False,True,False,205,-37.508827209472656,-39.44590759277344,1
Caroline cleans a lot of pies.,A hill cleans a lot of pies.,syntax,s-selection,animate_subject_trans,True,False,True,False,206,-37.88380813598633,-50.3398551940918,1
Tonya is criticizing Elizabeth.,Every couch is criticizing Elizabeth.,syntax,s-selection,animate_subject_trans,True,False,True,False,207,-41.32343292236328,-42.732086181640625,1
Suzanne couldn't visit Colleen.,That fork couldn't visit Colleen.,syntax,s-selection,animate_subject_trans,True,False,True,False,208,-55.256866455078125,-62.8714714050293,1
This actress sees most patients.,That muffin sees most patients.,syntax,s-selection,animate_subject_trans,True,False,True,False,209,-39.85264587402344,-46.72684097290039,1
Linda was messing up some dishes.,That dog was messing up some dishes.,syntax,s-selection,animate_subject_trans,True,False,True,False,210,-46.58439254760742,-44.028907775878906,0
A woman was kissing Daniel.,The glove was kissing Daniel.,syntax,s-selection,animate_subject_trans,True,False,True,False,211,-47.38783264160156,-38.97914123535156,0
April wasn't passing some bank.,A hat wasn't passing some bank.,syntax,s-selection,animate_subject_trans,True,False,True,False,212,-37.32670593261719,-54.44573211669922,1
Deborah hates Colleen.,A light hates Colleen.,syntax,s-selection,animate_subject_trans,True,False,True,False,213,-43.45569610595703,-58.33750915527344,1
Some waitresses examined an essay.,The casseroles examined an essay.,syntax,s-selection,animate_subject_trans,True,False,True,False,214,-55.057525634765625,-56.23725128173828,1
Debra has hired Homer.,This pasta has hired Homer.,syntax,s-selection,animate_subject_trans,True,False,True,False,215,-36.822120666503906,-42.694786071777344,1
Diana isn't touring the hospitals.,That mouth isn't touring the hospitals.,syntax,s-selection,animate_subject_trans,True,False,True,False,216,-50.431190490722656,-46.95270919799805,0
Eva loves this dancer.,Music loves this dancer.,syntax,s-selection,animate_subject_trans,True,False,True,False,217,-24.703510284423828,-30.142189025878906,1
Bruce hadn't examined the story.,That screen hadn't examined the story.,syntax,s-selection,animate_subject_trans,True,False,True,False,218,-31.62623405456543,-45.55474090576172,1
Naomi escaped from Sherry.,That print escaped from Sherry.,syntax,s-selection,animate_subject_trans,True,False,True,False,219,-40.01555252075195,-46.22633743286133,1
Gregory can talk about that senator.,That apple can talk about that senator.,syntax,s-selection,animate_subject_trans,True,False,True,False,220,-37.50637435913086,-45.79737091064453,1
These women have loved Julie.,Movie theaters have loved Julie.,syntax,s-selection,animate_subject_trans,True,False,True,False,221,-30.322399139404297,-40.066810607910156,1
Brett hasn't messed up that dress.,Every newspaper article hasn't messed up that dress.,syntax,s-selection,animate_subject_trans,True,False,True,False,222,-56.618282318115234,-56.13138198852539,0
Victoria has arrived at these banks.,A college campus has arrived at these banks.,syntax,s-selection,animate_subject_trans,True,False,True,False,223,-33.7749137878418,-68.94007873535156,1
Russell is boasting about Dawn.,The vase is boasting about Dawn.,syntax,s-selection,animate_subject_trans,True,False,True,False,224,-42.90813446044922,-58.44978332519531,1
Diana boycotts a lot of restaurants.,A shawl boycotts a lot of restaurants.,syntax,s-selection,animate_subject_trans,True,False,True,False,225,-57.09946060180664,-75.01265716552734,1
Tanya loves Wayne.,A legislature loves Wayne.,syntax,s-selection,animate_subject_trans,True,False,True,False,226,-40.75921630859375,-51.718894958496094,1
Dan bikes to this museum.,The pasta bikes to this museum.,syntax,s-selection,animate_subject_trans,True,False,True,False,227,-34.112022399902344,-46.83932876586914,1
Caroline finds Steven.,Some cup finds Steven.,syntax,s-selection,animate_subject_trans,True,False,True,False,228,-29.631166458129883,-39.37574005126953,1
Kimberley hides most rivers.,That window hides most rivers.,syntax,s-selection,animate_subject_trans,True,False,True,False,229,-46.284854888916016,-43.12824249267578,0
Gregory cleans that popsicle.,A dress cleans that popsicle.,syntax,s-selection,animate_subject_trans,True,False,True,False,230,-50.41971206665039,-60.89148712158203,1
Janice passed this hospital.,Beef passed this hospital.,syntax,s-selection,animate_subject_trans,True,False,True,False,231,-34.49485778808594,-37.00841522216797,1
The Lutherans worked with some guys.,The essays worked with some guys.,syntax,s-selection,animate_subject_trans,True,False,True,False,232,-51.28593444824219,-39.507347106933594,0
Tonya isn't kissing Marie.,A commentary isn't kissing Marie.,syntax,s-selection,animate_subject_trans,True,False,True,False,233,-41.87141036987305,-61.03273391723633,1
Every adult is concealing Samuel.,Some rabbit is concealing Samuel.,syntax,s-selection,animate_subject_trans,True,False,True,False,234,-50.429046630859375,-54.17509460449219,1
Most libraries argued about Benjamin.,Those glasses argued about Benjamin.,syntax,s-selection,animate_subject_trans,True,False,True,False,235,-46.671817779541016,-42.120643615722656,0
Wendy didn't approach that actress.,The slope didn't approach that actress.,syntax,s-selection,animate_subject_trans,True,False,True,False,236,-51.856407165527344,-48.66225814819336,0
This boy wasn't fleeing from Sarah.,Some lamp wasn't fleeing from Sarah.,syntax,s-selection,animate_subject_trans,True,False,True,False,237,-46.34281921386719,-53.90327453613281,1
Sally won't question Judy.,Some cup won't question Judy.,syntax,s-selection,animate_subject_trans,True,False,True,False,238,-48.491455078125,-47.801170349121094,0
Bruce discussed Carmen.,That broccoli discussed Carmen.,syntax,s-selection,animate_subject_trans,True,False,True,False,239,-28.162567138671875,-46.76630401611328,1
Keith hides a lot of rivers.,Some cucumber hides a lot of rivers.,syntax,s-selection,animate_subject_trans,True,False,True,False,240,-28.70650863647461,-50.5129280090332,1
Allison hasn't gone to every restaurant.,Every projector hasn't gone to every restaurant.,syntax,s-selection,animate_subject_trans,True,False,True,False,241,-43.99535369873047,-46.692256927490234,1
Christine is driving to high schools.,This sweater is driving to high schools.,syntax,s-selection,animate_subject_trans,True,False,True,False,242,-33.900901794433594,-37.99267578125,1
Tina wasn't leaving Laurie.,Some carriage wasn't leaving Laurie.,syntax,s-selection,animate_subject_trans,True,False,True,False,243,-46.39723205566406,-45.80084991455078,0
Ellen won't reference Margaret.,Some bicycle won't reference Margaret.,syntax,s-selection,animate_subject_trans,True,False,True,False,244,-39.789180755615234,-51.65346145629883,1
Many universities are arguing about some patient.,Most tomatoes are arguing about some patient.,syntax,s-selection,animate_subject_trans,True,False,True,False,245,-42.45835876464844,-45.864864349365234,1
Regina describes Grace.,This hat describes Grace.,syntax,s-selection,animate_subject_trans,True,False,True,False,246,-34.91301727294922,-35.855194091796875,1
A lot of dancers weren't escaping from an actor.,All malls weren't escaping from an actor.,syntax,s-selection,animate_subject_trans,True,False,True,False,247,-71.23912048339844,-59.041282653808594,0
Omar has driven to this lake.,A lamp has driven to this lake.,syntax,s-selection,animate_subject_trans,True,False,True,False,248,-47.89750671386719,-57.07246017456055,1
All organizations should describe David.,Some cars should describe David.,syntax,s-selection,animate_subject_trans,True,False,True,False,249,-37.72293472290039,-34.937538146972656,0
Rose isn't fleeing from Guy.,Politics isn't fleeing from Guy.,syntax,s-selection,animate_subject_trans,True,False,True,False,250,-43.348876953125,-43.29374694824219,0
Naomi has fled from Cindy.,That story has fled from Cindy.,syntax,s-selection,animate_subject_trans,True,False,True,False,251,-47.24995422363281,-46.32575988769531,0
Raymond exited these grocery stores.,Music exited these grocery stores.,syntax,s-selection,animate_subject_trans,True,False,True,False,252,-46.57723617553711,-39.74652862548828,0
These girls aren't wearing that shoe.,Some rivers aren't wearing that shoe.,syntax,s-selection,animate_subject_trans,True,False,True,False,253,-34.794822692871094,-39.870094299316406,1
Some dancer kissed that actor.,Some public park kissed that actor.,syntax,s-selection,animate_subject_trans,True,False,True,False,254,-41.433265686035156,-49.50447082519531,1
Victoria hadn't visited every library.,This company hadn't visited every library.,syntax,s-selection,animate_subject_trans,True,False,True,False,255,-36.359275817871094,-44.05112838745117,1
Many teenagers were noticing Mark.,Most doors were noticing Mark.,syntax,s-selection,animate_subject_trans,True,False,True,False,256,-39.78688049316406,-41.31157302856445,1
Deanna is hugging Tamara.,Some lamp is hugging Tamara.,syntax,s-selection,animate_subject_trans,True,False,True,False,257,-48.37071228027344,-50.603363037109375,1
Patricia had cleaned every dress.,This school had cleaned every dress.,syntax,s-selection,animate_subject_trans,True,False,True,False,258,-44.557708740234375,-43.4279670715332,0
Joel won't argue about Mitchell.,A government won't argue about Mitchell.,syntax,s-selection,animate_subject_trans,True,False,True,False,259,-37.782867431640625,-54.23173141479492,1
Charles isn't insulting those customers.,This shirt isn't insulting those customers.,syntax,s-selection,animate_subject_trans,True,False,True,False,260,-37.61787414550781,-47.36667251586914,1
The doctors wouldn't care for Mary.,Many steps wouldn't care for Mary.,syntax,s-selection,animate_subject_trans,True,False,True,False,261,-37.560760498046875,-41.914886474609375,1
Mark exits a hospital.,Some picture exits a hospital.,syntax,s-selection,animate_subject_trans,True,False,True,False,262,-26.8327693939209,-38.65955352783203,1
Jill brought that cart.,That closet brought that cart.,syntax,s-selection,animate_subject_trans,True,False,True,False,263,-48.796382904052734,-45.26498794555664,0
Danielle discusses Alice.,Every photograph discusses Alice.,syntax,s-selection,animate_subject_trans,True,False,True,False,264,-36.8842658996582,-41.70720672607422,1
Brad wasn't discovering this computer.,Every hospital wasn't discovering this computer.,syntax,s-selection,animate_subject_trans,True,False,True,False,265,-39.69610595703125,-49.243865966796875,1
William lifts this river.,The lake lifts this river.,syntax,s-selection,animate_subject_trans,True,False,True,False,266,-29.64444351196289,-38.772003173828125,1
Jennifer does research a cafe.,Some casserole does research a cafe.,syntax,s-selection,animate_subject_trans,True,False,True,False,267,-35.812965393066406,-62.187110900878906,1
Lawrence can't reveal Andrew.,This restaurant can't reveal Andrew.,syntax,s-selection,animate_subject_trans,True,False,True,False,268,-39.840641021728516,-42.191734313964844,1
Naomi had cleaned a fork.,That book had cleaned a fork.,syntax,s-selection,animate_subject_trans,True,False,True,False,269,-45.46025466918945,-47.74116516113281,1
John was leaving Helen.,Every eggplant was leaving Helen.,syntax,s-selection,animate_subject_trans,True,False,True,False,270,-27.754425048828125,-54.249176025390625,1
Tracy won't kiss Lori.,Every report won't kiss Lori.,syntax,s-selection,animate_subject_trans,True,False,True,False,271,-39.09564971923828,-45.78364562988281,1
Carla wasn't arriving at many college campuses.,A restaurant wasn't arriving at many college campuses.,syntax,s-selection,animate_subject_trans,True,False,True,False,272,-59.09795379638672,-71.71333312988281,1
That company wouldn't remember the Lutherans.,Every icicle wouldn't remember the Lutherans.,syntax,s-selection,animate_subject_trans,True,False,True,False,273,-53.813968658447266,-67.0274658203125,1
Vincent might admire that mirror.,The fish might admire that mirror.,syntax,s-selection,animate_subject_trans,True,False,True,False,274,-53.24406814575195,-43.13870620727539,0
Every driver finds Lissa.,The skirt finds Lissa.,syntax,s-selection,animate_subject_trans,True,False,True,False,275,-41.48583984375,-42.937984466552734,1
Chad hired Eric.,A snake hired Eric.,syntax,s-selection,animate_subject_trans,True,False,True,False,276,-34.78521728515625,-46.0589599609375,1
Jodi respects a hospital.,The school respects a hospital.,syntax,s-selection,animate_subject_trans,True,False,True,False,277,-43.652767181396484,-32.68984603881836,0
Kirsten had concealed George.,The cucumber had concealed George.,syntax,s-selection,animate_subject_trans,True,False,True,False,278,-53.294677734375,-52.75316619873047,0
Some guests couldn't question Theodore.,Many casseroles couldn't question Theodore.,syntax,s-selection,animate_subject_trans,True,False,True,False,279,-46.203269958496094,-65.31257629394531,1
Janet isn't walking through malls.,That sock isn't walking through malls.,syntax,s-selection,animate_subject_trans,True,False,True,False,280,-47.96413040161133,-52.524288177490234,1
Barbara would cure doctors.,The sketch would cure doctors.,syntax,s-selection,animate_subject_trans,True,False,True,False,281,-32.42927932739258,-38.54534149169922,1
A man is dropping by grocery stores.,This hamster is dropping by grocery stores.,syntax,s-selection,animate_subject_trans,True,False,True,False,282,-59.95825958251953,-52.74315643310547,0
Allison messed up most hospitals.,That dress messed up most hospitals.,syntax,s-selection,animate_subject_trans,True,False,True,False,283,-42.09002685546875,-44.12052917480469,1
Suzanne should lift many stairs.,The cake should lift many stairs.,syntax,s-selection,animate_subject_trans,True,False,True,False,284,-49.997169494628906,-47.298179626464844,0
Samantha researched all essays.,This bird researched all essays.,syntax,s-selection,animate_subject_trans,True,False,True,False,285,-53.59678649902344,-41.51567459106445,0
Kenneth can't appreciate those museums.,Chicken can't appreciate those museums.,syntax,s-selection,animate_subject_trans,True,False,True,False,286,-45.860748291015625,-38.239784240722656,0
Tonya couldn't boast about science.,Some pork couldn't boast about science.,syntax,s-selection,animate_subject_trans,True,False,True,False,287,-46.69049072265625,-52.67232894897461,1
Becky wouldn't complain about Connie.,Every pepper wouldn't complain about Connie.,syntax,s-selection,animate_subject_trans,True,False,True,False,288,-36.25324249267578,-48.38721466064453,1
Cheryl isn't admiring those unicycles.,The movie isn't admiring those unicycles.,syntax,s-selection,animate_subject_trans,True,False,True,False,289,-96.57792663574219,-77.93716430664062,0
Colleen bikes to this museum.,Every apple bikes to this museum.,syntax,s-selection,animate_subject_trans,True,False,True,False,290,-45.14224624633789,-44.63062286376953,0
Carol might take some socks.,That cup might take some socks.,syntax,s-selection,animate_subject_trans,True,False,True,False,291,-37.299293518066406,-41.96434020996094,1
Beth toured many libraries.,Art toured many libraries.,syntax,s-selection,animate_subject_trans,True,False,True,False,292,-58.21696472167969,-37.88894271850586,0
Lawrence isn't exploring the movie theater.,This bank isn't exploring the movie theater.,syntax,s-selection,animate_subject_trans,True,False,True,False,293,-46.944950103759766,-48.808258056640625,1
Ann drops by that lake.,A snake drops by that lake.,syntax,s-selection,animate_subject_trans,True,False,True,False,294,-33.35863494873047,-51.68691635131836,1
Grace is discovering the committees.,A dish is discovering the committees.,syntax,s-selection,animate_subject_trans,True,False,True,False,295,-40.026222229003906,-50.85536193847656,1
Paul isn't walking through that closet.,That light isn't walking through that closet.,syntax,s-selection,animate_subject_trans,True,False,True,False,296,-36.37385559082031,-46.004966735839844,1
Tina explores movie theaters.,That picture explores movie theaters.,syntax,s-selection,animate_subject_trans,True,False,True,False,297,-53.030479431152344,-50.611968994140625,0
Carla wasn't driving to that bank.,That committee wasn't driving to that bank.,syntax,s-selection,animate_subject_trans,True,False,True,False,298,-37.6546630859375,-45.91692352294922,1
Sherry didn't hug Curtis.,Literature didn't hug Curtis.,syntax,s-selection,animate_subject_trans,True,False,True,False,299,-49.28863525390625,-44.69415283203125,0
Cynthia is buying eggplants.,Some play is buying eggplants.,syntax,s-selection,animate_subject_trans,True,False,True,False,300,-66.41998291015625,-48.408103942871094,0
Larry isn't admiring Patrick.,The lake isn't admiring Patrick.,syntax,s-selection,animate_subject_trans,True,False,True,False,301,-43.855224609375,-54.93718719482422,1
Danielle had worn the shirts.,The essay had worn the shirts.,syntax,s-selection,animate_subject_trans,True,False,True,False,302,-38.3082160949707,-42.59635925292969,1
Guy had talked to Holly.,Some eye had talked to Holly.,syntax,s-selection,animate_subject_trans,True,False,True,False,303,-28.337875366210938,-42.777137756347656,1
This doctor isn't scanning some play.,This projector isn't scanning some play.,syntax,s-selection,animate_subject_trans,True,False,True,False,304,-47.086769104003906,-52.911983489990234,1
Karla isn't lifting a shoe.,Some car isn't lifting a shoe.,syntax,s-selection,animate_subject_trans,True,False,True,False,305,-42.4896125793457,-43.020835876464844,1
Debra hasn't returned to Alexander.,Every eggplant hasn't returned to Alexander.,syntax,s-selection,animate_subject_trans,True,False,True,False,306,-37.66693115234375,-58.26221466064453,1
Ronald approached Carla.,Literature approached Carla.,syntax,s-selection,animate_subject_trans,True,False,True,False,307,-39.565711975097656,-42.63174819946289,1
Sandra can flee from Adam.,Some rice can flee from Adam.,syntax,s-selection,animate_subject_trans,True,False,True,False,308,-52.75701904296875,-48.53468322753906,0
Russell wouldn't complain about Jeffrey.,Every eggplant wouldn't complain about Jeffrey.,syntax,s-selection,animate_subject_trans,True,False,True,False,309,-35.417449951171875,-66.6365966796875,1
Children listened to Susan.,Most rivers listened to Susan.,syntax,s-selection,animate_subject_trans,True,False,True,False,310,-25.774612426757812,-38.237030029296875,1
Nicole wasn't praising Elizabeth.,Some computer wasn't praising Elizabeth.,syntax,s-selection,animate_subject_trans,True,False,True,False,311,-46.38915252685547,-48.084957122802734,1
Scott breaks this screen.,Every high school breaks this screen.,syntax,s-selection,animate_subject_trans,True,False,True,False,312,-25.199951171875,-37.334999084472656,1
Jane skates around this grocery store.,A bank skates around this grocery store.,syntax,s-selection,animate_subject_trans,True,False,True,False,313,-46.07769775390625,-65.53011322021484,1
Julie attacks Kayla.,Some commentary attacks Kayla.,syntax,s-selection,animate_subject_trans,True,False,True,False,314,-40.98039627075195,-51.70722961425781,1
Monet is hiding some guys.,Every turtle is hiding some guys.,syntax,s-selection,animate_subject_trans,True,False,True,False,315,-36.170448303222656,-41.07571029663086,1
Rhonda isn't fleeing from Connie.,This sketch isn't fleeing from Connie.,syntax,s-selection,animate_subject_trans,True,False,True,False,316,-52.78197479248047,-54.21837615966797,1
Rachelle wasn't boasting about the Borgias.,Every drawing wasn't boasting about the Borgias.,syntax,s-selection,animate_subject_trans,True,False,True,False,317,-66.69874572753906,-73.56352996826172,1
Suzanne saw Teresa.,That sweater saw Teresa.,syntax,s-selection,animate_subject_trans,True,False,True,False,318,-36.9202880859375,-39.679996490478516,1
Debra runs around many movie theaters.,Every ladder runs around many movie theaters.,syntax,s-selection,animate_subject_trans,True,False,True,False,319,-50.41339111328125,-55.50157165527344,1
Nancy hired people.,The dog hired people.,syntax,s-selection,animate_subject_trans,True,False,True,False,320,-33.178672790527344,-24.792461395263672,0
Brenda helps Sharon.,That dog helps Sharon.,syntax,s-selection,animate_subject_trans,True,False,True,False,321,-29.644866943359375,-32.794776916503906,1
Diane hadn't talked to Eric.,This face hadn't talked to Eric.,syntax,s-selection,animate_subject_trans,True,False,True,False,322,-39.95040512084961,-42.15837097167969,1
Some doctor didn't criticize these ladies.,That public park didn't criticize these ladies.,syntax,s-selection,animate_subject_trans,True,False,True,False,323,-44.66716003417969,-59.28473663330078,1
Some dancer isn't helping Catherine.,That rice isn't helping Catherine.,syntax,s-selection,animate_subject_trans,True,False,True,False,324,-42.46160888671875,-43.05078887939453,1
The teachers hadn't examined this newspaper article.,Many glasses hadn't examined this newspaper article.,syntax,s-selection,animate_subject_trans,True,False,True,False,325,-54.228477478027344,-56.27709197998047,1
Meredith conceals Curtis.,This sketch conceals Curtis.,syntax,s-selection,animate_subject_trans,True,False,True,False,326,-54.33204650878906,-52.203895568847656,0
George isn't running around a lot of malls.,A glove isn't running around a lot of malls.,syntax,s-selection,animate_subject_trans,True,False,True,False,327,-43.20843505859375,-61.731544494628906,1
Dawn wouldn't describe Sabrina.,Every skateboard wouldn't describe Sabrina.,syntax,s-selection,animate_subject_trans,True,False,True,False,328,-57.03773880004883,-62.00966262817383,1
Paul did examine some play.,Every university did examine some play.,syntax,s-selection,animate_subject_trans,True,False,True,False,329,-36.43915557861328,-43.76451873779297,1
Martha cured Gregory.,The shoe cured Gregory.,syntax,s-selection,animate_subject_trans,True,False,True,False,330,-34.470680236816406,-41.612693786621094,1
Many people could argue about Homer.,All essays could argue about Homer.,syntax,s-selection,animate_subject_trans,True,False,True,False,331,-31.567033767700195,-47.11548614501953,1
James isn't exiting hills.,This movie theater isn't exiting hills.,syntax,s-selection,animate_subject_trans,True,False,True,False,332,-35.984397888183594,-54.012359619140625,1
Kirsten had kissed the Borgias.,This report had kissed the Borgias.,syntax,s-selection,animate_subject_trans,True,False,True,False,333,-64.80502319335938,-56.37773895263672,0
Alexander walks through some glaciers.,That candle walks through some glaciers.,syntax,s-selection,animate_subject_trans,True,False,True,False,334,-35.291847229003906,-49.95003890991211,1
Keith notices all unicycles.,The glacier notices all unicycles.,syntax,s-selection,animate_subject_trans,True,False,True,False,335,-52.983154296875,-67.16410827636719,1
Lucille left Larry.,Every college campus left Larry.,syntax,s-selection,animate_subject_trans,True,False,True,False,336,-32.18962097167969,-44.87297821044922,1
Danielle hugged Kristen.,That screen hugged Kristen.,syntax,s-selection,animate_subject_trans,True,False,True,False,337,-41.03883361816406,-45.968994140625,1
Homer helped Melanie.,A sketch helped Melanie.,syntax,s-selection,animate_subject_trans,True,False,True,False,338,-39.42074203491211,-49.931453704833984,1
Alice ran around some glacier.,An essay ran around some glacier.,syntax,s-selection,animate_subject_trans,True,False,True,False,339,-34.439517974853516,-49.43920135498047,1
George had described the drivers.,This box had described the drivers.,syntax,s-selection,animate_subject_trans,True,False,True,False,340,-32.097415924072266,-41.1812744140625,1
Tamara complains about those drivers.,Every carriage complains about those drivers.,syntax,s-selection,animate_subject_trans,True,False,True,False,341,-39.74143981933594,-45.44085693359375,1
The boy hadn't boasted about Andrea.,The documentary hadn't boasted about Andrea.,syntax,s-selection,animate_subject_trans,True,False,True,False,342,-53.57514190673828,-60.30024719238281,1
Teresa is running around a mall.,This library is running around a mall.,syntax,s-selection,animate_subject_trans,True,False,True,False,343,-37.3948974609375,-37.012760162353516,0
Robert explored these closets.,Every high school explored these closets.,syntax,s-selection,animate_subject_trans,True,False,True,False,344,-36.61754608154297,-48.94242858886719,1
Eric does appreciate Elaine.,Some college campus does appreciate Elaine.,syntax,s-selection,animate_subject_trans,True,False,True,False,345,-34.594276428222656,-54.68038558959961,1
Regina wasn't working with Renee.,A sock wasn't working with Renee.,syntax,s-selection,animate_subject_trans,True,False,True,False,346,-48.36433410644531,-58.17954635620117,1
Alan is wearing the shoe.,This ice is wearing the shoe.,syntax,s-selection,animate_subject_trans,True,False,True,False,347,-26.942584991455078,-40.18775939941406,1
Cynthia had all stairs.,Politics had all stairs.,syntax,s-selection,animate_subject_trans,True,False,True,False,348,-52.39303970336914,-25.62126922607422,0
Carrie hasn't talked to Sheila.,Every government hasn't talked to Sheila.,syntax,s-selection,animate_subject_trans,True,False,True,False,349,-36.913265228271484,-37.23499298095703,1
Kristen biked to a lot of movie theaters.,Some dress biked to a lot of movie theaters.,syntax,s-selection,animate_subject_trans,True,False,True,False,350,-61.53392028808594,-68.46763610839844,1
Colleen insulted Irene.,This college campus insulted Irene.,syntax,s-selection,animate_subject_trans,True,False,True,False,351,-42.10361862182617,-58.41592025756836,1
Naomi has escaped from Michelle.,Every candle has escaped from Michelle.,syntax,s-selection,animate_subject_trans,True,False,True,False,352,-43.470306396484375,-43.18711853027344,0
Rachel could criticize this documentary.,The mushroom could criticize this documentary.,syntax,s-selection,animate_subject_trans,True,False,True,False,353,-36.90821838378906,-48.618408203125,1
Samuel hasn't gone to most closets.,A muffin hasn't gone to most closets.,syntax,s-selection,animate_subject_trans,True,False,True,False,354,-46.17692565917969,-65.4261245727539,1
That beef looks like the paintings.,Some wheelbarrow looks like the paintings.,syntax,s-selection,animate_subject_trans,True,False,True,False,355,-37.249244689941406,-56.84142303466797,1
Wendy isn't approaching Todd.,Some spinach isn't approaching Todd.,syntax,s-selection,animate_subject_trans,True,False,True,False,356,-52.24462127685547,-50.969539642333984,0
The Lutherans can't remember the patient.,Commentaries can't remember the patient.,syntax,s-selection,animate_subject_trans,True,False,True,False,357,-51.34242248535156,-34.71619415283203,0
Alexander wasn't exploring some rivers.,The computer wasn't exploring some rivers.,syntax,s-selection,animate_subject_trans,True,False,True,False,358,-36.50511932373047,-44.15332794189453,1
Those cashiers were exiting all hospitals.,A lot of stairs were exiting all hospitals.,syntax,s-selection,animate_subject_trans,True,False,True,False,359,-55.782196044921875,-63.031349182128906,1
Melanie hadn't talked to Patrick.,Some mountain hadn't talked to Patrick.,syntax,s-selection,animate_subject_trans,True,False,True,False,360,-40.05397033691406,-44.40230941772461,1
Vanessa wasn't buying most libraries.,That government wasn't buying most libraries.,syntax,s-selection,animate_subject_trans,True,False,True,False,361,-47.259620666503906,-48.77275848388672,1
A guy conceals most waitresses.,This shawl conceals most waitresses.,syntax,s-selection,animate_subject_trans,True,False,True,False,362,-76.16423034667969,-79.00328063964844,1
Eric has escaped from Heather.,That icicle has escaped from Heather.,syntax,s-selection,animate_subject_trans,True,False,True,False,363,-30.632606506347656,-57.18250274658203,1
Ellen ran around that bank.,A legislature ran around that bank.,syntax,s-selection,animate_subject_trans,True,False,True,False,364,-29.411680221557617,-54.668243408203125,1
Lisa scans many plays.,The government scans many plays.,syntax,s-selection,animate_subject_trans,True,False,True,False,365,-38.530982971191406,-44.80218505859375,1
Melanie didn't clean many snakes.,Some hamster didn't clean many snakes.,syntax,s-selection,animate_subject_trans,True,False,True,False,366,-45.015846252441406,-51.587257385253906,1
Dan is scanning a commentary.,Every unicycle is scanning a commentary.,syntax,s-selection,animate_subject_trans,True,False,True,False,367,-34.68730926513672,-54.54611587524414,1
The dancers had these couches.,The couches had these couches.,syntax,s-selection,animate_subject_trans,True,False,True,False,368,-44.4656982421875,-52.38596725463867,1
